1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1989:Q4,6547828,579222,1942516,1267073,1129798,1629219,6547828,4178938,82715,1197917,1966713,931593,2170508,60268,35386,373327,869549,209855,341386,4906,13783,161047,101001,198382,6569296,1628845,1113830,107244,11946,0,395825,4247024,233300,917502,41019,3717,19499,329181,727879,395377,15030,366167,297379,296256,35390,0,25406,99100,38981,17593,159092,10714,218442,693427,-21468
1990:Q1,6663139,594386,1955020,1314825,1147494,1651414,6663139,4242140,82882,1222979,1986610,949669,2217789,57523,33173,378070,905165,220160,354725,4562,12289,158940,93182,203210,6672850,1624751,1107455,87382,12183,0,417731,4360672,224423,935530,45640,4634,22006,336211,750923,399411,15043,382642,340615,306031,37898,0,32679,105141,38818,17318,128637,11553,225519,687426,-9711
1990:Q2,6786192,593977,1985110,1358105,1159783,1689217,6786192,4305315,83695,1242767,2018043,960810,2266990,52967,32955,380974,944198,236567,358845,4610,10825,148213,96836,213887,6800685,1666967,1145490,87450,12347,0,421680,4434913,237829,924335,48258,3909,23241,343050,778010,417060,15058,389877,329771,314179,36563,0,39197,105931,40978,17043,128021,9459,233144,698805,-14493
1990:Q3,6922894,612854,2043898,1395546,1170082,1700514,6922894,4383998,84265,1252441,2076501,970791,2318128,51760,32129,384410,978533,250067,353358,4456,14312,135337,113766,220768,6929380,1701440,1183764,77320,12452,0,427904,4517376,240750,921542,50792,3973,24137,349980,804348,427635,15076,392299,357389,313906,36398,0,56454,107378,42534,16768,117964,8921,229132,710564,-6486
1990:Q4,7096926,609879,2117196,1445905,1178619,1745327,7096926,4467466,85694,1254454,2149546,977772,2401518,54502,34501,393694,1019861,269216,362910,4716,15289,124843,121986,227942,7096806,1778137,1253864,79441,12512,0,432320,4609335,241432,916488,56387,4057,25278,357274,818897,435846,15134,385928,377358,325997,36692,0,53659,103252,44427,16493,166025,8389,220322,709334,120
1991:Q1,7221260,607807,2165271,1473629,1191778,1782775,7221260,4545239,85495,1276700,2191621,991423,2432918,51598,28106,396972,1050307,280019,368461,4776,16421,119572,116686,243103,7222615,1750682,1219124,76700,12497,0,442361,4752369,247307,922202,59504,4160,27978,365315,849404,449133,15186,390515,416657,365298,38766,0,65413,101467,46522,16517,158875,8139,204011,719564,-1355
1991:Q2,7329452,583624,2204987,1500385,1211966,1828490,7329452,4627071,86925,1300855,2229787,1009504,2469616,49051,28010,389601,1085984,293897,368224,4748,18154,116344,115603,232765,7327531,1795483,1257542,81002,12373,0,444566,4795948,253697,917859,57073,4281,30491,373473,883741,450260,15223,394449,395345,390682,42557,0,66819,94215,48812,16541,170789,8062,181579,736099,1921
1991:Q3,7524815,572015,2308289,1535656,1242263,1866592,7524815,4761092,89027,1308215,2325891,1037959,2523000,47224,26181,394741,1123313,310980,360841,4654,18212,114275,122579,240723,7538667,1857112,1281969,96531,12254,0,466358,4933216,264708,937532,60526,4392,32725,381120,903804,464217,15287,391528,394524,425634,46088,0,83520,87131,54108,16565,190234,8584,170989,748338,-13852
1991:Q4,7710893,565918,2390681,1577948,1272079,1904267,7710893,4880905,89511,1313573,2409237,1068584,2583609,46671,24906,402903,1156489,322980,376896,4669,19000,114541,114554,246379,7750940,1893288,1295869,108051,12249,0,477119,5073107,272530,957593,72504,4466,36264,387614,909242,468462,15364,387730,409201,486059,49482,0,89358,76631,59266,16589,187218,8761,178773,784545,-40047
1992:Q1,7881199,574110,2473821,1601229,1275453,1956586,7881199,4996594,90587,1345889,2489586,1070532,2638712,44824,23137,405736,1179728,339038,379512,4867,19686,117436,124748,245893,7902795,1929057,1328886,97079,12356,0,490736,5167225,271756,981990,70402,4977,41451,394153,934929,475638,15449,397418,430118,464474,55306,0,105101,76437,58637,16650,179204,10694,182441,806512,-21596
1992:Q2,8051721,579920,2532517,1653139,1287091,1999054,8051721,5087111,91820,1366738,2548379,1080174,2706791,46197,22045,418289,1218988,351799,371991,4628,23104,113208,136542,257819,8084990,1928592,1313003,120387,12560,0,482642,5315218,282593,995034,77409,5814,46183,399421,960384,477665,15533,402636,419423,508162,60007,0,108689,71788,55935,16703,214977,10665,186197,841180,-33269
1992:Q3,8227832,583561,2606080,1696980,1301309,2039902,8227832,5188784,91436,1379380,2624199,1093769,2774088,49073,20142,435214,1243647,367588,378973,4629,22706,115003,137113,264960,8277407,1948317,1331371,115587,13040,0,488319,5475474,285246,1024336,79202,6584,49964,400805,986517,491775,15661,419036,416916,541276,64628,0,115461,64032,59092,16712,236985,13554,187693,853616,-49575
1992:Q4,8378545,579048,2683010,1734442,1295401,2086644,8378545,5273208,91891,1394296,2701796,1085225,2833397,51753,21155,443609,1272047,385568,377509,4714,21694,113917,141431,271940,8393459,1967908,1337685,132173,12976,0,485074,5572400,300424,1045589,83149,7243,51552,404695,1009068,498293,15744,425302,413324,571309,69666,0,122898,59971,61171,16773,206084,14059,196087,853151,-14914
1993:Q1,8579736,565470,2737390,1771049,1314788,2191039,8579736,5412496,92579,1460069,2756966,1102882,2881294,50591,19304,451677,1299796,401062,364185,4528,19323,119093,151735,285946,8608353,1981193,1357818,118615,13288,0,491472,5763614,303584,1076164,88188,7800,56252,411987,1047251,512420,15858,424066,415016,634134,74662,0,115661,65634,64966,16728,238674,13379,181190,863546,-28617
1993:Q2,8768830,572048,2786667,1790737,1343078,2276300,8768830,5546776,93812,1517140,2807263,1128561,2920040,51788,18173,468841,1301300,416780,356099,4146,22754,120869,159290,302014,8789393,1984584,1341658,124767,13386,0,504773,5912680,318175,1082655,88345,8219,58027,421065,1081144,513658,16001,435798,414676,677266,79658,0,122930,68925,67343,16683,248515,14894,178703,892129,-20563
1993:Q3,9013078,568184,2829297,1865973,1360066,2389558,9013078,5653362,93740,1562042,2853951,1143629,3026780,51578,16490,510764,1330555,437602,359115,4070,26419,122287,167900,332936,9057056,1996419,1335411,143305,13453,0,504250,6129145,324161,1102879,90370,8601,59040,430487,1114555,536332,16202,452871,414741,713579,84654,0,140914,76924,71449,15754,264409,15608,195615,931492,-43978
1993:Q4,9264940,580012,2911911,1907522,1361698,2503797,9264940,5769193,92952,1593863,2938496,1143882,3123294,51309,16027,524171,1356766,468064,365098,4096,33734,126469,177560,372453,9279215,2048121,1390278,142181,15084,0,500578,6250259,336653,1110852,98316,8933,61116,438809,1135194,535408,16311,454083,432996,752418,89650,0,143682,83563,74787,16606,240732,16169,203981,980834,-14275
1994:Q1,9476162,582087,2964629,1989720,1361402,2578324,9476162,5869321,93617,1643978,2990888,1140838,3258601,51525,14372,564165,1399296,492130,377098,3901,31258,126970,197886,348240,9436810,2123717,1464003,148719,12640,0,498355,6303528,341487,1137064,103486,8800,65372,443678,1159045,535120,16407,459417,438767,702237,88725,0,161215,94748,75602,15211,236156,17166,203825,1009565,39352
1994:Q2,9600684,587978,2971742,2060648,1352276,2628040,9600684,5895949,94724,1673960,2999180,1128085,3358397,51155,14163,600793,1432417,504252,390257,3608,31324,130201,200227,346338,9539402,2214146,1549450,146132,17056,0,501508,6300024,351564,1125799,105346,8900,66767,448801,1167916,555540,16405,458923,438703,677415,87800,0,177463,101126,77603,13815,212170,16531,191437,1025232,61282
1994:Q3,9749395,599158,3011491,2121886,1341280,2675580,9749395,5942443,95193,1691955,3039653,1115642,3456135,52465,14652,638791,1454933,521277,398667,3500,29419,133818,208613,350817,9678384,2240446,1570644,143811,17707,0,508284,6378888,356816,1114984,103863,8700,66215,454672,1191565,573262,16439,459577,445072,675872,86875,0,199636,105535,79283,12419,213579,17347,197177,1059050,71011
1994:Q4,9956883,623463,3074079,2200192,1325770,2733379,9956883,6006349,96138,1711446,3100822,1097943,3586458,53628,13439,701044,1472405,538291,418949,3219,34255,142559,208669,364076,9820055,2369748,1713172,146524,19944,0,490108,6409635,368156,1090161,99102,9041,65070,461774,1208189,579670,16411,463505,466746,650510,85950,0,234196,106736,82376,11023,192954,16972,201093,1040672,136828
1995:Q1,10125636,654723,3147620,2223465,1311393,2788435,10125636,6087880,96515,1734179,3174056,1083130,3660620,55197,13041,716783,1480246,552219,435010,3220,26870,147694,230340,377136,10007186,2340304,1686702,128196,22101,0,503305,6566632,367115,1077511,128014,9225,63714,468741,1243705,587327,16502,483917,488218,670972,89146,0,246047,106906,87339,10751,204834,15951,200697,1100250,118450
1995:Q2,10296907,673805,3172695,2274800,1304195,2871412,10296907,6144283,97003,1773316,3199533,1074431,3763172,56801,12876,748564,1499398,578437,444951,3223,26844,152231,239847,389452,10208870,2315983,1671763,153320,23157,0,467743,6720074,375737,1065890,140900,9709,65196,475723,1277302,591123,16643,485294,515833,683957,93397,0,268872,111121,89347,10478,233109,17458,192986,1172813,88037
1995:Q3,10449527,692724,3199633,2328063,1278456,2950651,10449527,6155609,96364,1784090,3226573,1048582,3880040,59175,11643,774093,1527030,619031,449346,3229,27368,157789,251336,413878,10365496,2294382,1699359,123030,24763,0,447230,6816252,370564,1078750,141031,9652,63769,482980,1292042,590690,16732,487519,513454,718407,96307,0,275863,124146,90055,10205,239901,15363,198822,1254862,84031
1995:Q4,10712238,700379,3247828,2405961,1268157,3089913,10712238,6207043,96359,1797593,3276051,1037040,4017088,58607,10356,807007,1570731,666360,468641,3259,29300,157195,245632,488107,10697891,2350634,1761489,137852,25838,0,425455,7004579,380831,1059570,145062,10523,64608,490309,1301924,595534,16907,493864,553527,758138,100693,0,312060,127556,95345,11483,280167,16178,190300,1342678,14347
1996:Q1,10919011,717560,3326813,2442646,1264843,3167149,10919011,6321459,97616,1837097,3354456,1032290,4099112,60863,10033,814908,1600095,692959,475683,3290,21360,163111,256810,498440,10863359,2308751,1725484,124159,27372,0,431736,7136050,379582,1062996,151060,10166,67509,496220,1313316,602404,16972,509040,603617,761903,97876,0,326959,130457,96890,12760,269203,15285,211836,1418558,55652
1996:Q2,11097159,753577,3302754,2518478,1269829,3252521,11097159,6336906,99207,1873228,3330959,1033512,4254321,64111,8780,846568,1643705,728583,488577,3332,24649,167123,278893,505932,11031750,2411789,1801874,138943,29511,0,441461,7147326,386302,1054421,156342,10010,69464,500114,1311239,606864,16961,523235,603610,774865,97671,0,319317,129785,98291,14038,250106,16555,208136,1472635,65409
1996:Q3,11257355,777382,3344692,2573406,1251696,3310179,11257355,6367492,100371,1880751,3372129,1014241,4351348,65458,8898,866605,1679364,748336,497750,3383,26068,166220,289266,538515,11194094,2395608,1811441,135843,30298,0,418026,7227401,386219,1037217,160566,9719,68580,505628,1342576,594953,17040,511657,619063,794514,98877,0,334266,127192,102407,15319,263709,17670,220229,1571085,63261
1996:Q4,11486226,802977,3387118,2635764,1261631,3398736,11486226,6426792,102440,1889281,3413731,1021340,4492361,67615,9643,897443,1711708,781007,514778,3535,27281,165690,313661,567073,11439716,2401882,1840885,138732,31177,0,391088,7368218,393132,1017409,178299,9239,68398,511823,1393465,585711,17112,521621,644395,814396,100005,0,360661,122972,110801,15918,283929,19873,199059,1669616,46510
1997:Q1,11654832,861087,3433093,2662430,1266301,3431921,11654832,6518085,103523,1931085,3459351,1024126,4562506,69252,9738,895813,1740359,786673,516794,3843,26567,165783,347684,574241,11541126,2245005,1706069,131445,32878,0,374613,7553178,397070,1032862,196478,10661,81686,513436,1418983,596884,17076,541152,671488,814851,97473,0,381508,116493,110934,16421,300511,20833,216378,1742943,113706
1997:Q2,11806055,893081,3361985,2734372,1283206,3533411,11806055,6511515,106529,1979805,3388304,1036877,4705508,71589,10347,945532,1762521,803957,548485,4248,35301,173877,349651,589032,11755663,2255895,1723640,114841,33624,0,383790,7695487,412410,1039004,190341,10733,83859,519524,1463684,605418,17140,557669,667064,843887,99195,0,401093,114677,117766,18587,294215,22195,217026,1804281,50392
1997:Q3,11983589,925714,3369532,2774276,1294019,3620048,11983589,6582616,107244,2034658,3395621,1045093,4780402,72339,9249,957099,1791088,845136,523755,5518,33583,180176,362459,620571,11988236,2248694,1742015,107805,34613,0,364261,7853095,412747,1037619,198330,11668,81762,528244,1491260,616285,17222,573056,688733,893328,100607,0,409250,105090,111370,20977,307531,21214,226802,1886447,-4647
1997:Q4,12240620,979423,3388018,2849331,1318530,3705318,12240620,6637155,109571,2046083,3414544,1066957,4970223,78145,7215,996511,1826294,918436,544093,6677,35340,184907,372605,633242,12275044,2284788,1784858,99247,35411,0,365272,8097904,431421,1077642,206101,11495,78808,535969,1499016,628734,17361,580667,732284,927807,102220,0,434512,101229,120521,26747,303348,25407,256616,1892352,-34424
1998:Q1,12580333,1074753,3399328,2905729,1344209,3856314,12580333,6777174,113584,2151561,3425246,1086783,5145746,79712,5511,1032256,1847555,963406,566047,8428,35082,197449,410300,657413,12609945,2251330,1772381,91667,37258,0,350024,8424296,433807,1095797,216923,12549,81303,542469,1525900,627032,17464,595950,785469,969838,102862,0,485452,99724,127383,30104,378136,29069,267065,1934319,-29612
1998:Q2,12860287,1112723,3302345,3008901,1373908,4062410,12860287,6808389,117536,2252070,3327903,1110880,5370043,79756,3996,1073954,1909389,1039640,594667,10038,40084,209468,409051,681855,12919584,2381556,1880114,82588,38855,0,379999,8546780,440299,1084363,221390,12847,83901,542746,1540677,619335,17551,613538,828335,1007170,105053,0,510664,99880,130668,28303,348879,24856,286325,1991248,-59297
1998:Q3,13078915,1165059,3265085,3149272,1380576,4118923,13078915,6819194,118674,2295087,3290540,1114893,5581784,81549,3541,1147570,1976247,1102059,586545,10737,39435,217840,416261,677937,13212080,2476649,1952337,86759,39952,0,397601,8746828,446450,1105288,200652,12922,84567,544341,1558886,617319,17802,627731,885269,1026616,108372,0,571167,112088,121165,24904,372242,26409,282637,1988603,-133165
1998:Q4,13402887,1172560,3292049,3322895,1402728,4212655,13402887,6884993,121329,2309478,3320550,1133636,5843446,83857,2406,1275425,2018969,1177345,598983,11416,42533,219936,412576,674448,13470559,2441229,1860078,100255,40799,0,440097,8969597,452479,1168925,205051,15195,87102,546927,1573919,618172,17963,639064,987231,1043094,108208,0,651927,126445,127605,18339,293260,22693,265999,2059733,-67672
1999:Q1,13780786,1227578,3298489,3464886,1425161,4364672,13780786,6998341,123350,2395716,3326607,1152668,6103610,83950,2132,1323758,2113010,1226159,619647,12736,34756,230366,457096,678835,13773069,2434622,1830279,100327,40068,0,463948,9244440,465997,1196432,203073,14752,92078,542543,1584992,635507,17949,657123,1052849,1048425,108739,0,690912,144241,137978,19733,331307,21728,278081,2094007,7717
1999:Q2,13979792,1243339,3187031,3612367,1441525,4495530,13979792,6973136,126171,2466609,3215299,1165057,6328217,84018,2100,1400457,2183642,1283711,646842,12409,30182,237352,447504,678439,13852484,2373341,1745880,101694,39588,0,486179,9368822,485125,1228486,194213,15693,95808,542830,1584104,663942,17895,660889,1021217,1065169,108297,0,732809,159185,141965,19646,298797,21191,311561,2110321,127308
1999:Q3,14285524,1284463,3172959,3777827,1447418,4602857,14285524,7039552,128874,2542876,3201235,1166567,6550994,84577,1821,1502334,2247217,1329647,636604,12551,34623,242036,459584,694978,14081723,2363755,1703924,111411,39608,0,508812,9521057,489275,1243484,206474,16732,92769,540702,1580618,684961,17828,670704,1074755,1049863,108296,0,790383,167859,140434,19116,303896,20786,302123,2196911,203801
1999:Q4,14527899,1402444,3221095,3916025,1457089,4531246,14527899,7112709,131742,2559067,3249379,1172521,6768138,85133,2003,1594210,2293531,1334498,660739,14896,25309,253649,504170,647052,14105313,2233443,1546619,105469,39877,0,541478,9794575,478144,1267267,214576,17356,85686,546379,1570521,717506,17669,681303,1179905,1031477,105749,0,830637,167823,154573,19508,292920,30353,385223,2077295,422586
2000:Q1,14738052,1478128,3201973,3971750,1461603,4624598,14738052,7172352,132517,2634270,3229741,1175824,6895820,88040,1959,1620483,2323499,1361104,680100,14928,36416,261807,507484,669880,14278830,2130669,1411650,112516,40310,0,566193,10000661,501858,1281496,209897,17282,91301,547906,1589998,709576,17512,695000,1262013,1015488,107414,0,860846,175562,157329,19167,323682,20512,396822,2147500,459222
2000:Q2,14784328,1534260,3014524,4067602,1472014,4695928,14784328,7064490,135917,2703105,3042751,1182717,7068656,91550,2029,1682743,2356632,1388930,708258,15127,36246,271142,515999,651182,14322026,2141665,1389841,124591,40493,0,586740,9994641,505090,1274633,202625,17560,91126,545099,1600031,678148,17477,698673,1214276,1007756,106266,0,884524,180732,159425,18515,312561,19230,460894,2185720,462302
2000:Q3,14974571,1570845,2970228,4196119,1466923,4770456,14974571,7065009,136330,2754174,2997849,1176656,7228110,94032,1940,1752603,2415895,1427728,727582,14504,42588,242985,508253,681452,14552754,2146627,1364997,128395,41426,0,611809,10165076,511543,1286233,210385,19573,85024,547847,1620203,645116,17559,704547,1260214,1030773,106157,0,942266,179461,167189,18809,364667,19827,427683,2241051,421817
2000:Q4,15239704,1613994,2944782,4346988,1480713,4853227,15239704,7050048,137501,2751414,2972108,1189025,7486340,98616,1962,1826417,2493245,1515182,743347,13590,40944,250455,502582,703316,14913411,2280130,1480664,124661,42608,0,632197,10298749,511833,1292950,221998,21086,84785,547303,1629511,596136,17873,721119,1348643,1034925,106523,0,1015603,176758,173357,19917,334505,19114,424810,2334532,326293
2001:Q1,15559759,1540163,2964368,4455491,1509553,5090184,15559759,7157312,138656,2811293,2991135,1216228,7685321,101950,1819,1892900,2535824,1527323,718484,12977,35007,273912,585125,717126,15276320,2218033,1405800,113209,44040,0,654984,10632640,523872,1273287,225309,19434,94141,539969,1655920,615442,18979,697891,1472811,1074441,106056,0,1078120,186022,177258,20033,437949,19864,395842,2425647,283439
2001:Q2,15706890,1479518,2804731,4629047,1548554,5245040,15706890,7127172,142324,2902655,2831779,1250414,7873643,100757,1353,1964609,2637390,1579305,728401,12092,43913,261338,544485,706075,15398118,2175873,1331388,111844,45222,0,687419,10733977,535120,1293014,229728,19088,93763,539991,1693486,596082,19249,708765,1486655,1110982,104950,0,1143284,191050,170048,22006,428216,19213,329286,2488268,308772
2001:Q3,16044384,1442404,2883903,4833695,1557240,5327142,16044384,7234205,144462,2922508,2910863,1256372,8124861,101974,1030,2046278,2760457,1651492,732951,12176,47064,263257,508182,685318,15869922,2321824,1455590,117077,45652,0,703505,11002789,534146,1335242,238145,19992,103455,546467,1744657,578755,20801,679138,1590795,1115036,107247,0,1210412,192840,176461,24418,494610,18879,271293,2545309,174462
2001:Q4,16474474,1473993,2940792,4989126,1603398,5467165,16474474,7368751,151328,2955471,2967569,1294383,8401762,101979,1089,2130565,2831784,1758763,733687,13111,42343,256532,531909,703961,16303415,2272111,1364765,124868,46334,0,736144,11296354,551685,1404278,241455,23308,113913,562571,1757216,559216,23217,668411,1624482,1143035,110175,0,1256355,210239,192367,29089,461726,22972,340644,2734950,171059
2002:Q1,16793419,1411428,2994298,5158371,1627094,5602228,16793419,7473017,153440,2982797,3020626,1316154,8599855,99295,966,2175623,2956420,1809332,721283,12590,38425,250053,535868,720547,16590101,2238974,1311616,124424,46302,0,756632,11536594,575366,1456287,226922,25017,125599,573041,1827664,570019,22963,675783,1592750,1181445,115973,0,1320740,216311,188175,35734,466001,25813,314991,2814533,203318
2002:Q2,17090247,1348556,3012323,5279787,1681145,5768436,17090247,7557164,156625,2995238,3039098,1366203,8789428,100021,939,2210400,3042612,1870384,740447,15556,42805,248923,517341,743655,17000405,2380962,1429833,127959,46270,0,776900,11666309,590693,1489173,242377,25754,127198,585844,1886570,585531,23541,646827,1519197,1215212,118895,0,1342791,223564,192700,41865,512326,26344,269907,2953134,89842
2002:Q3,17369286,1340821,3096826,5395156,1706636,5829847,17369286,7651227,158059,2979760,3123996,1389412,8971085,98806,1066,2282789,3085197,1918038,766068,17499,46614,253248,501760,746974,17450928,2440159,1459859,140785,46238,0,793277,11946336,604201,1518240,260775,25752,130127,600948,1961467,576290,25171,619906,1506231,1280958,124323,3933,1370730,249713,201971,45549,499902,25907,314242,3064433,-81642
2002:Q4,17873710,1374897,3181716,5536276,1762821,6018000,17873710,7785516,163897,2974326,3208991,1438302,9258940,101496,655,2350398,3158603,2014740,783093,20010,40624,268115,521206,829254,17968699,2562672,1541119,145920,46206,4978,824449,12208232,634394,1565065,264218,27298,138887,625823,2018056,550500,26047,591833,1596707,1307441,127581,3914,1414264,285029,210467,41353,489273,25139,264943,3197795,-94989
2003:Q1,18313713,1358915,3293980,5664191,1793878,6202749,18313713,7937430,167987,2983466,3320860,1465117,9567747,103758,538,2406836,3230475,2098681,786298,21587,50232,323031,546311,808536,18427159,2487799,1464820,147400,46550,5011,824018,12641419,646485,1629640,272775,26285,153037,637952,2082234,570046,27152,587654,1577920,1355575,133486,3669,1452223,316252,219026,41823,541940,30602,335643,3297942,-113446
2003:Q2,18684510,1328250,3356764,5774915,1853615,6370966,18684510,8087039,171757,3011544,3383773,1519965,9765651,105590,458,2454945,3292961,2158261,831104,25618,46175,341903,508636,831820,18911637,2457772,1383378,150337,46895,5037,872125,12987214,657165,1684747,279592,29126,162660,654812,2145195,583950,27377,606873,1582105,1446576,150723,3868,1442512,349948,235140,43046,522037,36466,343296,3466651,-227127
2003:Q3,19038792,1295613,3438700,5972097,1865836,6466546,19038792,8214420,174523,3045379,3465723,1528795,10021713,106070,470,2569913,3375161,2203962,844984,32066,48640,346612,493835,802659,19191589,2467382,1363050,163107,47239,5058,888929,13164040,661184,1641190,261005,32820,158660,674091,2182956,598538,32848,607667,1555550,1435031,158868,4206,1537862,373523,253769,42863,554646,29575,367189,3560167,-152797
2003:Q4,19555119,1292938,3553832,5969388,1900376,6838585,19555119,8348099,177703,3032939,3578698,1558759,10173237,107789,592,2601271,3343251,2265342,888368,38613,46991,362965,518055,1033783,19586646,2637932,1488399,157048,47584,5588,939313,13276301,672253,1728159,250722,33441,159095,699615,2210252,622828,32898,649747,1516024,1457489,163180,4667,1376222,368709,263751,46719,613221,28819,378490,3672414,-31527
2004:Q1,20750072,1328860,3702839,5974191,2721626,7022556,20750072,9338460,190223,3085447,3727971,2334819,10345970,107878,550,2602671,3346388,2356379,901406,46761,59978,390324,533635,1065642,20871813,3488111,2285072,160190,49324,5624,987901,13490676,679708,1846098,261743,34963,162877,727547,2268393,623581,32833,698312,1444581,1437203,167491,6088,1379202,372216,258880,61163,599883,28841,399073,3893026,-121741
2004:Q2,21021761,1304433,3736774,6047127,2796783,7136644,21021761,9435746,195762,3080668,3760995,2398321,10527775,111755,576,2656374,3366532,2474811,910779,55930,60596,379975,510447,1058240,20897737,3258409,2094924,158009,51064,5651,948761,13537447,693042,1850290,253011,37249,164406,744024,2312510,625415,31984,712039,1380124,1459957,165471,6709,1390576,370829,248908,63491,572342,29023,426047,4101881,124024
2004:Q3,21423899,1309996,3822244,6090892,2833398,7367369,21423899,9563492,197046,3087692,3846427,2432327,10756262,112788,651,2685944,3380765,2603792,932021,71050,68897,401877,498477,1104145,21464572,3494413,2238922,161033,52804,5688,1035966,13710484,706029,1804553,255897,37994,155896,770282,2359056,623096,32528,685053,1348003,1501093,170330,7460,1411375,349049,253082,72748,688270,29355,449335,4259675,-40673
2004:Q4,21868455,1399127,3919926,6084549,2882566,7582287,21868455,9706353,201269,3085138,3944187,2475759,10992620,120238,736,2676270,3384018,2741409,992675,101146,62237,398781,515110,1169482,21873205,3572948,2367697,173582,54544,7786,969339,13850639,725605,1788084,267798,39079,159042,791013,2389522,621001,32465,749930,1368445,1522397,173651,8515,1364622,357382,256037,79273,615903,31294,509581,4449618,-4750
2005:Q1,22334862,1439633,4062682,6072148,2942429,7817970,22334862,9918013,204389,3097320,4086758,2529546,11230146,124776,641,2640891,3407181,2914129,1010642,112543,65026,407559,546758,1186703,22224279,3518665,2300554,190736,56063,7818,963494,14099881,725144,1926439,306557,39670,163859,813783,2418521,627865,32146,746021,1317922,1512632,173572,11316,1332777,365915,248228,81100,676413,30104,549897,4605733,110583
2005:Q2,22628613,1499011,3992064,6091054,3006152,8040332,22628613,9894723,206655,3095264,4015794,2577010,11514870,125339,759,2624974,3442350,3100546,1013974,123872,63720,419616,599720,1219020,22586564,3717992,2423312,192879,57582,7848,1036372,14108295,732570,1918261,324544,40925,161199,822989,2421864,635926,32696,706993,1276097,1565064,176253,12421,1306912,352916,252567,86568,693511,38732,549287,4760277,42049
2005:Q3,22812453,1561277,4044797,6066248,3050052,8090079,22812453,9993670,212629,3109306,4068433,2603302,11579196,127486,780,2557661,3484951,3281821,899795,130826,70720,429645,595511,1239587,22685723,3602678,2195905,198471,59102,7891,1141309,14141119,744251,1932422,347425,40727,148255,851057,2434406,647695,32639,706434,1274506,1591672,174847,13955,1289771,355378,204224,90516,676140,27038,557761,4941926,126730
2005:Q4,23334820,1644201,4143058,6164547,3105960,8277054,23334820,10115270,215981,3092526,4166893,2639870,11993065,133719,770,2592229,3548483,3502937,966475,126225,62361,440011,619855,1226485,23000174,3751016,2305620,215089,60621,8866,1160820,14269005,753081,1920464,346307,39968,149214,855336,2422801,664889,33064,740044,1369190,1609780,171608,15003,1283331,337885,203548,91091,692366,24314,545721,4980153,334646
2006:Q1,23874448,1699087,4297584,6240515,3121029,8516233,23874448,10303122,218074,3118443,4321166,2645439,12301602,135142,756,2589715,3627218,3679276,961901,137756,71136,455363,643339,1269724,23356375,3781795,2392625,208952,60989,8996,1110233,14480273,767538,1993549,344870,39875,157029,865089,2454790,658181,33068,729410,1382964,1633284,172449,15478,1288763,339893,200501,93013,708850,26423,575256,5094308,518073
2006:Q2,24345329,1764734,4211505,6353955,3184935,8830200,24345329,10324310,226566,3178334,4235144,2684266,12676268,141648,717,2638504,3691812,3858594,985305,137881,72769,497206,651832,1344751,23709281,3801456,2364365,211831,61358,9321,1154581,14605180,775685,2050776,365924,38018,150359,869905,2461985,661403,32719,747230,1405257,1643985,173930,17565,1295614,334042,189849,104332,711877,28464,546262,5302645,636048
2006:Q3,24797844,1865699,4257879,6409740,3212119,9052407,24797844,10411920,226698,3200429,4281264,2703529,12921749,146434,700,2617630,3768725,4042482,988034,138887,74011,508643,636203,1464175,24408769,3840476,2329556,208094,61726,9171,1231929,14887034,778095,2027342,369477,36633,145863,877029,2463559,688311,33282,765614,1495579,1716547,176300,18703,1275671,354411,183508,112670,786399,29981,552060,5681259,389075
2006:Q4,25396486,1958395,4297561,6492439,3292301,9355790,25396486,10556007,232252,3246779,4321070,2755906,13315238,160332,491,2627811,3841119,4278264,1014933,139177,68788,539047,645276,1525241,24893642,3735329,2167352,213883,62093,9319,1282682,15172895,788234,2045782,377669,34408,148997,892943,2414999,682519,34499,776414,1596477,1791096,177440,20515,1278440,384143,184833,127558,811802,31127,573001,5985418,502844
2007:Q1,26222715,2005500,4423714,6624119,3369290,9800092,26222715,10806448,234840,3308946,4446894,2815768,13807773,166515,336,2644481,3956458,4441818,1096064,145549,83652,557771,715129,1608494,25754641,3878433,2250195,192555,62724,9472,1363487,15528280,790373,2070774,404308,33878,158451,897640,2431325,694303,34939,755093,1683764,1847010,176996,22407,1256721,391274,189133,137691,934630,28611,588959,6347928,468074
